Timestamp,Bid,Ask,Date,Time,Hour,Minute,Second,Mid
2024-02-01 00:00:02.967,1.08075,1.08078,2024-02-01,00:00:02.967000,0,0,2,1.080765
2024-02-01 00:00:02.983,1.08072,1.08081,2024-02-01,00:00:02.983000,0,0,2,1.080765
2024-02-01 00:00:03.092,1.08075,1.08078,2024-02-01,00:00:03.092000,0,0,3,1.080765
2024-02-01 00:00:03.092,1.08072,1.08081,2024-02-01,00:00:03.092000,0,0,3,1.080765
2024-02-01 00:00:03.123,1.08072,1.0808,2024-02-01,00:00:03.123000,0,0,3,1.08076
2024-02-01 00:00:03.186,1.08075,1.08078,2024-02-01,00:00:03.186000,0,0,3,1.080765
2024-02-01 00:00:03.217,1.08072,1.0808,2024-02-01,00:00:03.217000,0,0,3,1.08076
2024-02-01 00:00:03.733,1.08075,1.08078,2024-02-01,00:00:03.733000,0,0,3,1.080765
2024-02-01 00:00:03.811,1.08072,1.0808,2024-02-01,00:00:03.811000,0,0,3,1.08076
2024-02-01 00:00:03.842,1.08072,1.08081,2024-02-01,00:00:03.842000,0,0,3,1.080765
2024-02-01 00:00:03.842,1.08075,1.08078,2024-02-01,00:00:03.842000,0,0,3,1.080765
2024-02-01 00:00:03.920,1.08072,1.08081,2024-02-01,00:00:03.920000,0,0,3,1.080765
2024-02-01 00:00:03.951,1.08075,1.08078,2024-02-01,00:00:03.951000,0,0,3,1.080765
2024-02-01 00:00:03.967,1.08072,1.0808,2024-02-01,00:00:03.967000,0,0,3,1.08076
2024-02-01 00:00:04.061,1.08075,1.08078,2024-02-01,00:00:04.061000,0,0,4,1.080765
2024-02-01 00:00:04.139,1.08074,1.08078,2024-02-01,00:00:04.139000,0,0,4,1.0807600000000002
2024-02-01 00:00:04.186,1.08072,1.0808,2024-02-01,00:00:04.186000,0,0,4,1.08076
2024-02-01 00:00:04.248,1.08074,1.08078,2024-02-01,00:00:04.248000,0,0,4,1.0807600000000002
2024-02-01 00:00:04.498,1.08072,1.0808,2024-02-01,00:00:04.498000,0,0,4,1.08076
2024-02-01 00:00:04.576,1.08074,1.08078,2024-02-01,00:00:04.576000,0,0,4,1.0807600000000002
2024-02-01 00:00:04.826,1.08072,1.0808,2024-02-01,00:00:04.826000,0,0,4,1.08076
2024-02-01 00:00:05.045,1.08074,1.08077,2024-02-01,00:00:05.045000,0,0,5,1.080755
2024-02-01 00:00:05.061,1.08071,1.08079,2024-02-01,00:00:05.061000,0,0,5,1.08075
2024-02-01 00:00:05.076,1.08074,1.08076,2024-02-01,00:00:05.076000,0,0,5,1.08075
2024-02-01 00:00:05.123,1.0807,1.08078,2024-02-01,00:00:05.123000,0,0,5,1.08074
2024-02-01 00:00:05.139,1.08073,1.08076,2024-02-01,00:00:05.139000,0,0,5,1.0807449999999998
2024-02-01 00:00:05.139,1.0807,1.08078,2024-02-01,00:00:05.139000,0,0,5,1.08074
2024-02-01 00:00:05.170,1.08073,1.08075,2024-02-01,00:00:05.170000,0,0,5,1.08074
2024-02-01 00:00:05.186,1.08073,1.08076,2024-02-01,00:00:05.186000,0,0,5,1.0807449999999998
2024-02-01 00:00:05.233,1.0807,1.08078,2024-02-01,00:00:05.233000,0,0,5,1.08074
2024-02-01 00:00:05.248,1.0807,1.08077,2024-02-01,00:00:05.248000,0,0,5,1.080735
2024-02-01 00:00:05.248,1.08072,1.08074,2024-02-01,00:00:05.248000,0,0,5,1.08073
2024-02-01 00:00:05.264,1.08068,1.08077,2024-02-01,00:00:05.264000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.311,1.08071,1.08074,2024-02-01,00:00:05.311000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.311,1.08068,1.08077,2024-02-01,00:00:05.311000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.404,1.08071,1.08074,2024-02-01,00:00:05.404000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.576,1.08068,1.08077,2024-02-01,00:00:05.576000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.623,1.08071,1.08074,2024-02-01,00:00:05.623000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.623,1.08068,1.08077,2024-02-01,00:00:05.623000,0,0,5,1.0807250000000002
2024-02-01 00:00:05.639,1.0807,1.08074,2024-02-01,00:00:05.639000,0,0,5,1.08072
2024-02-01 00:00:05.654,1.08067,1.08076,2024-02-01,00:00:05.654000,0,0,5,1.080715
2024-02-01 00:00:05.670,1.08067,1.08075,2024-02-01,00:00:05.670000,0,0,5,1.08071
2024-02-01 00:00:05.733,1.08067,1.08076,2024-02-01,00:00:05.733000,0,0,5,1.080715
2024-02-01 00:00:05.764,1.0807,1.08074,2024-02-01,00:00:05.764000,0,0,5,1.08072
2024-02-01 00:00:05.779,1.08067,1.08077,2024-02-01,00:00:05.779000,0,0,5,1.08072
2024-02-01 00:00:05.858,1.0807,1.08074,2024-02-01,00:00:05.858000,0,0,5,1.08072
2024-02-01 00:00:05.967,1.08067,1.08077,2024-02-01,00:00:05.967000,0,0,5,1.08072
2024-02-01 00:00:06.295,1.0807,1.08074,2024-02-01,00:00:06.295000,0,0,6,1.08072
2024-02-01 00:00:06.514,1.08069,1.08074,2024-02-01,00:00:06.514000,0,0,6,1.080715
2024-02-01 00:00:06.623,1.08067,1.08077,2024-02-01,00:00:06.623000,0,0,6,1.08072
2024-02-01 00:00:06.623,1.08069,1.08074,2024-02-01,00:00:06.623000,0,0,6,1.080715
2024-02-01 00:00:06.779,1.08069,1.08073,2024-02-01,00:00:06.779000,0,0,6,1.0807099999999998
2024-02-01 00:00:06.795,1.08067,1.08076,2024-02-01,00:00:06.795000,0,0,6,1.080715
2024-02-01 00:00:06.936,1.08069,1.08073,2024-02-01,00:00:06.936000,0,0,6,1.0807099999999998
2024-02-01 00:00:06.967,1.08067,1.08076,2024-02-01,00:00:06.967000,0,0,6,1.080715
2024-02-01 00:00:06.998,1.08066,1.08075,2024-02-01,00:00:06.998000,0,0,6,1.080705
2024-02-01 00:00:07.029,1.08067,1.08075,2024-02-01,00:00:07.029000,0,0,7,1.08071
2024-02-01 00:00:07.076,1.08069,1.08073,2024-02-01,00:00:07.076000,0,0,7,1.0807099999999998
2024-02-01 00:00:07.092,1.08067,1.08075,2024-02-01,00:00:07.092000,0,0,7,1.08071
2024-02-01 00:00:07.342,1.08069,1.08073,2024-02-01,00:00:07.342000,0,0,7,1.0807099999999998
2024-02-01 00:00:07.451,1.08066,1.08075,2024-02-01,00:00:07.451000,0,0,7,1.080705
2024-02-01 00:00:07.467,1.08069,1.08073,2024-02-01,00:00:07.467000,0,0,7,1.0807099999999998
2024-02-01 00:00:07.483,1.08067,1.08075,2024-02-01,00:00:07.483000,0,0,7,1.08071
2024-02-01 00:00:07.529,1.08067,1.08076,2024-02-01,00:00:07.529000,0,0,7,1.080715
2024-02-01 00:00:07.545,1.08067,1.08075,2024-02-01,00:00:07.545000,0,0,7,1.08071
2024-02-01 00:00:07.608,1.08069,1.08073,2024-02-01,00:00:07.608000,0,0,7,1.0807099999999998
2024-02-01 00:00:07.654,1.08067,1.08076,2024-02-01,00:00:07.654000,0,0,7,1.080715
2024-02-01 00:00:07.686,1.08069,1.08073,2024-02-01,00:00:07.686000,0,0,7,1.0807099999999998
2024-02-01 00:00:07.748,1.08067,1.08076,2024-02-01,00:00:07.748000,0,0,7,1.080715
2024-02-01 00:00:07.998,1.08067,1.08077,2024-02-01,00:00:07.998000,0,0,7,1.08072
2024-02-01 00:00:07.998,1.08069,1.08073,2024-02-01,00:00:07.998000,0,0,7,1.0807099999999998
2024-02-01 00:00:08.014,1.08067,1.08077,2024-02-01,00:00:08.014000,0,0,8,1.08072
2024-02-01 00:00:08.108,1.08069,1.08073,2024-02-01,00:00:08.108000,0,0,8,1.0807099999999998
2024-02-01 00:00:08.123,1.08067,1.08077,2024-02-01,00:00:08.123000,0,0,8,1.08072
2024-02-01 00:00:08.201,1.08068,1.08077,2024-02-01,00:00:08.201000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.217,1.0807,1.08074,2024-02-01,00:00:08.217000,0,0,8,1.08072
2024-02-01 00:00:08.233,1.08068,1.08077,2024-02-01,00:00:08.233000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.248,1.08071,1.08074,2024-02-01,00:00:08.248000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.264,1.08068,1.08077,2024-02-01,00:00:08.264000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.342,1.08071,1.08074,2024-02-01,00:00:08.342000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.389,1.08068,1.08077,2024-02-01,00:00:08.389000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.451,1.08071,1.08074,2024-02-01,00:00:08.451000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.717,1.08068,1.08077,2024-02-01,00:00:08.717000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.779,1.08071,1.08074,2024-02-01,00:00:08.779000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.936,1.08068,1.08077,2024-02-01,00:00:08.936000,0,0,8,1.0807250000000002
2024-02-01 00:00:08.967,1.08068,1.08076,2024-02-01,00:00:08.967000,0,0,8,1.08072
2024-02-01 00:00:08.998,1.08071,1.08074,2024-02-01,00:00:08.998000,0,0,8,1.0807250000000002
2024-02-01 00:00:09.014,1.08068,1.08077,2024-02-01,00:00:09.014000,0,0,9,1.0807250000000002
2024-02-01 00:00:09.014,1.08069,1.08074,2024-02-01,00:00:09.014000,0,0,9,1.080715
2024-02-01 00:00:09.029,1.08068,1.08077,2024-02-01,00:00:09.029000,0,0,9,1.0807250000000002
2024-02-01 00:00:09.233,1.08069,1.08074,2024-02-01,00:00:09.233000,0,0,9,1.080715
2024-02-01 00:00:09.623,1.08067,1.08076,2024-02-01,00:00:09.623000,0,0,9,1.080715
2024-02-01 00:00:09.654,1.08069,1.08073,2024-02-01,00:00:09.654000,0,0,9,1.0807099999999998
2024-02-01 00:00:09.670,1.08067,1.08075,2024-02-01,00:00:09.670000,0,0,9,1.08071
2024-02-01 00:00:09.686,1.08067,1.08076,2024-02-01,00:00:09.686000,0,0,9,1.080715
2024-02-01 00:00:09.748,1.08069,1.08073,2024-02-01,00:00:09.748000,0,0,9,1.0807099999999998
2024-02-01 00:00:09.764,1.08067,1.08076,2024-02-01,00:00:09.764000,0,0,9,1.080715
2024-02-01 00:00:09.858,1.08069,1.08073,2024-02-01,00:00:09.858000,0,0,9,1.0807099999999998
2024-02-01 00:00:09.998,1.08067,1.08076,2024-02-01,00:00:09.998000,0,0,9,1.080715
2024-02-01 00:00:10.029,1.08067,1.08077,2024-02-01,00:00:10.029000,0,0,10,1.08072
2024-02-01 00:00:10.076,1.08067,1.08076,2024-02-01,00:00:10.076000,0,0,10,1.080715
2024-02-01 00:00:10.076,1.08069,1.08073,2024-02-01,00:00:10.076000,0,0,10,1.0807099999999998
2024-02-01 00:00:10.154,1.08067,1.08076,2024-02-01,00:00:10.154000,0,0,10,1.080715
2024-02-01 00:00:10.295,1.08069,1.08073,2024-02-01,00:00:10.295000,0,0,10,1.0807099999999998
2024-02-01 00:00:10.342,1.08067,1.08076,2024-02-01,00:00:10.342000,0,0,10,1.080715
2024-02-01 00:00:10.342,1.0807,1.08073,2024-02-01,00:00:10.342000,0,0,10,1.080715
2024-02-01 00:00:10.592,1.08067,1.08076,2024-02-01,00:00:10.592000,0,0,10,1.080715
2024-02-01 00:00:10.670,1.0807,1.08073,2024-02-01,00:00:10.670000,0,0,10,1.080715
2024-02-01 00:00:10.764,1.08067,1.08076,2024-02-01,00:00:10.764000,0,0,10,1.080715
2024-02-01 00:00:10.779,1.0807,1.08073,2024-02-01,00:00:10.779000,0,0,10,1.080715
2024-02-01 00:00:10.811,1.08067,1.08076,2024-02-01,00:00:10.811000,0,0,10,1.080715
2024-02-01 00:00:11.467,1.08067,1.08075,2024-02-01,00:00:11.467000,0,0,11,1.08071
2024-02-01 00:00:11.498,1.08069,1.08073,2024-02-01,00:00:11.498000,0,0,11,1.0807099999999998
2024-02-01 00:00:11.498,1.08065,1.08075,2024-02-01,00:00:11.498000,0,0,11,1.0807000000000002
2024-02-01 00:00:11.561,1.08066,1.08075,2024-02-01,00:00:11.561000,0,0,11,1.080705
2024-02-01 00:00:11.592,1.08069,1.08073,2024-02-01,00:00:11.592000,0,0,11,1.0807099999999998
2024-02-01 00:00:11.654,1.08066,1.08075,2024-02-01,00:00:11.654000,0,0,11,1.080705
2024-02-01 00:00:11.717,1.08069,1.08073,2024-02-01,00:00:11.717000,0,0,11,1.0807099999999998
2024-02-01 00:00:11.779,1.08065,1.08075,2024-02-01,00:00:11.779000,0,0,11,1.0807000000000002
2024-02-01 00:00:11.826,1.08069,1.08073,2024-02-01,00:00:11.826000,0,0,11,1.0807099999999998
2024-02-01 00:00:11.842,1.08065,1.08075,2024-02-01,00:00:11.842000,0,0,11,1.0807000000000002
2024-02-01 00:00:11.873,1.08066,1.08075,2024-02-01,00:00:11.873000,0,0,11,1.080705
2024-02-01 00:00:11.936,1.08069,1.08073,2024-02-01,00:00:11.936000,0,0,11,1.0807099999999998
2024-02-01 00:00:12.764,1.08066,1.08075,2024-02-01,00:00:12.764000,0,0,12,1.080705
2024-02-01 00:00:12.842,1.08069,1.08073,2024-02-01,00:00:12.842000,0,0,12,1.0807099999999998
2024-02-01 00:00:12.873,1.08066,1.08075,2024-02-01,00:00:12.873000,0,0,12,1.080705
2024-02-01 00:00:13.076,1.08065,1.08075,2024-02-01,00:00:13.076000,0,0,13,1.0807000000000002
2024-02-01 00:00:13.092,1.08069,1.08073,2024-02-01,00:00:13.092000,0,0,13,1.0807099999999998
2024-02-01 00:00:13.108,1.08068,1.08072,2024-02-01,00:00:13.108000,0,0,13,1.0807
2024-02-01 00:00:13.123,1.08065,1.08074,2024-02-01,00:00:13.123000,0,0,13,1.080695
2024-02-01 00:00:13.467,1.08067,1.08072,2024-02-01,00:00:13.467000,0,0,13,1.080695
2024-02-01 00:00:13.639,1.08065,1.08075,2024-02-01,00:00:13.639000,0,0,13,1.0807000000000002
2024-02-01 00:00:13.686,1.08067,1.08072,2024-02-01,00:00:13.686000,0,0,13,1.080695
2024-02-01 00:00:13.701,1.08065,1.08075,2024-02-01,00:00:13.701000,0,0,13,1.0807000000000002
2024-02-01 00:00:14.123,1.08067,1.08072,2024-02-01,00:00:14.123000,0,0,14,1.080695
2024-02-01 00:00:14.842,1.08065,1.08075,2024-02-01,00:00:14.842000,0,0,14,1.0807000000000002
2024-02-01 00:00:14.858,1.08068,1.08072,2024-02-01,00:00:14.858000,0,0,14,1.0807
2024-02-01 00:00:14.858,1.08065,1.08075,2024-02-01,00:00:14.858000,0,0,14,1.0807000000000002
2024-02-01 00:00:14.967,1.08068,1.08072,2024-02-01,00:00:14.967000,0,0,14,1.0807
2024-02-01 00:00:15.061,1.08065,1.08075,2024-02-01,00:00:15.061000,0,0,15,1.0807000000000002
2024-02-01 00:00:15.061,1.08068,1.08072,2024-02-01,00:00:15.061000,0,0,15,1.0807
2024-02-01 00:00:15.748,1.08065,1.08075,2024-02-01,00:00:15.748000,0,0,15,1.0807000000000002
2024-02-01 00:00:15.826,1.08068,1.08072,2024-02-01,00:00:15.826000,0,0,15,1.0807
2024-02-01 00:00:16.061,1.08065,1.08075,2024-02-01,00:00:16.061000,0,0,16,1.0807000000000002
2024-02-01 00:00:16.170,1.08068,1.08072,2024-02-01,00:00:16.170000,0,0,16,1.0807
2024-02-01 00:00:16.201,1.08065,1.08075,2024-02-01,00:00:16.201000,0,0,16,1.0807000000000002
2024-02-01 00:00:16.264,1.08068,1.08072,2024-02-01,00:00:16.264000,0,0,16,1.0807
2024-02-01 00:00:16.765,1.08065,1.08075,2024-02-01,00:00:16.765000,0,0,16,1.0807000000000002
2024-02-01 00:00:17.046,1.08068,1.08073,2024-02-01,00:00:17.046000,0,0,17,1.080705
2024-02-01 00:00:17.046,1.08067,1.08076,2024-02-01,00:00:17.046000,0,0,17,1.080715
2024-02-01 00:00:17.124,1.08068,1.08077,2024-02-01,00:00:17.124000,0,0,17,1.0807250000000002
2024-02-01 00:00:17.124,1.0807,1.08074,2024-02-01,00:00:17.124000,0,0,17,1.08072
2024-02-01 00:00:17.155,1.08068,1.08077,2024-02-01,00:00:17.155000,0,0,17,1.0807250000000002
2024-02-01 00:00:17.233,1.0807,1.08074,2024-02-01,00:00:17.233000,0,0,17,1.08072
2024-02-01 00:00:17.249,1.08068,1.08077,2024-02-01,00:00:17.249000,0,0,17,1.0807250000000002
2024-02-01 00:00:17.312,1.0807,1.08074,2024-02-01,00:00:17.312000,0,0,17,1.08072
2024-02-01 00:00:17.312,1.0807,1.08075,2024-02-01,00:00:17.312000,0,0,17,1.0807250000000002
2024-02-01 00:00:17.452,1.08068,1.08077,2024-02-01,00:00:17.452000,0,0,17,1.0807250000000002
2024-02-01 00:00:17.874,1.0807,1.08075,2024-02-01,00:00:17.874000,0,0,17,1.0807250000000002
2024-02-01 00:00:17.890,1.08067,1.08077,2024-02-01,00:00:17.890000,0,0,17,1.08072
2024-02-01 00:00:17.921,1.08067,1.08076,2024-02-01,00:00:17.921000,0,0,17,1.080715
2024-02-01 00:00:17.983,1.0807,1.08075,2024-02-01,00:00:17.983000,0,0,17,1.0807250000000002
2024-02-01 00:00:18.015,1.08068,1.08076,2024-02-01,00:00:18.015000,0,0,18,1.08072
2024-02-01 00:00:18.077,1.0807,1.08074,2024-02-01,00:00:18.077000,0,0,18,1.08072
2024-02-01 00:00:18.202,1.08068,1.08076,2024-02-01,00:00:18.202000,0,0,18,1.08072
2024-02-01 00:00:18.405,1.0807,1.08074,2024-02-01,00:00:18.405000,0,0,18,1.08072
2024-02-01 00:00:18.905,1.08067,1.08076,2024-02-01,00:00:18.905000,0,0,18,1.080715
2024-02-01 00:00:18.952,1.0807,1.08074,2024-02-01,00:00:18.952000,0,0,18,1.08072
2024-02-01 00:00:19.218,1.08067,1.08076,2024-02-01,00:00:19.218000,0,0,19,1.080715
2024-02-01 00:00:19.280,1.0807,1.08074,2024-02-01,00:00:19.280000,0,0,19,1.08072
2024-02-01 00:00:19.671,1.08067,1.08076,2024-02-01,00:00:19.671000,0,0,19,1.080715
2024-02-01 00:00:19.921,1.0807,1.08074,2024-02-01,00:00:19.921000,0,0,19,1.08072
2024-02-01 00:00:19.952,1.08067,1.08076,2024-02-01,00:00:19.952000,0,0,19,1.080715
2024-02-01 00:00:20.030,1.0807,1.08074,2024-02-01,00:00:20.030000,0,0,20,1.08072
2024-02-01 00:00:20.202,1.08067,1.08076,2024-02-01,00:00:20.202000,0,0,20,1.080715
2024-02-01 00:00:20.265,1.0807,1.08073,2024-02-01,00:00:20.265000,0,0,20,1.080715
2024-02-01 00:00:20.265,1.08067,1.08075,2024-02-01,00:00:20.265000,0,0,20,1.08071
2024-02-01 00:00:20.296,1.08066,1.08075,2024-02-01,00:00:20.296000,0,0,20,1.080705
2024-02-01 00:00:20.312,1.08069,1.08073,2024-02-01,00:00:20.312000,0,0,20,1.0807099999999998
2024-02-01 00:00:20.358,1.08066,1.08075,2024-02-01,00:00:20.358000,0,0,20,1.080705
2024-02-01 00:00:20.374,1.08065,1.08075,2024-02-01,00:00:20.374000,0,0,20,1.0807000000000002
2024-02-01 00:00:20.405,1.08069,1.08073,2024-02-01,00:00:20.405000,0,0,20,1.0807099999999998
2024-02-01 00:00:20.421,1.08066,1.08075,2024-02-01,00:00:20.421000,0,0,20,1.080705
2024-02-01 00:00:20.499,1.08066,1.08074,2024-02-01,00:00:20.499000,0,0,20,1.0807
2024-02-01 00:00:20.515,1.08065,1.08074,2024-02-01,00:00:20.515000,0,0,20,1.080695
2024-02-01 00:00:20.515,1.08069,1.08073,2024-02-01,00:00:20.515000,0,0,20,1.0807099999999998
2024-02-01 00:00:20.546,1.08065,1.08075,2024-02-01,00:00:20.546000,0,0,20,1.0807000000000002
2024-02-01 00:00:20.624,1.08069,1.08073,2024-02-01,00:00:20.624000,0,0,20,1.0807099999999998
2024-02-01 00:00:20.749,1.08065,1.08074,2024-02-01,00:00:20.749000,0,0,20,1.080695
2024-02-01 00:00:20.796,1.08065,1.08075,2024-02-01,00:00:20.796000,0,0,20,1.0807000000000002
2024-02-01 00:00:20.843,1.08069,1.08073,2024-02-01,00:00:20.843000,0,0,20,1.0807099999999998
2024-02-01 00:00:20.905,1.08065,1.08075,2024-02-01,00:00:20.905000,0,0,20,1.0807000000000002
2024-02-01 00:00:20.952,1.08069,1.08073,2024-02-01,00:00:20.952000,0,0,20,1.0807099999999998
2024-02-01 00:00:20.999,1.08065,1.08075,2024-02-01,00:00:20.999000,0,0,20,1.0807000000000002
2024-02-01 00:00:21.015,1.08065,1.08074,2024-02-01,00:00:21.015000,0,0,21,1.080695
2024-02-01 00:00:21.046,1.08065,1.08075,2024-02-01,00:00:21.046000,0,0,21,1.0807000000000002
2024-02-01 00:00:21.062,1.08069,1.08073,2024-02-01,00:00:21.062000,0,0,21,1.0807099999999998
2024-02-01 00:00:21.077,1.08068,1.08072,2024-02-01,00:00:21.077000,0,0,21,1.0807
2024-02-01 00:00:21.077,1.08065,1.08074,2024-02-01,00:00:21.077000,0,0,21,1.080695
2024-02-01 00:00:21.187,1.08068,1.08072,2024-02-01,00:00:21.187000,0,0,21,1.0807
2024-02-01 00:00:21.202,1.08065,1.08074,2024-02-01,00:00:21.202000,0,0,21,1.080695
2024-02-01 00:00:21.296,1.08065,1.08073,2024-02-01,00:00:21.296000,0,0,21,1.0806900000000002
2024-02-01 00:00:21.312,1.08068,1.08071,2024-02-01,00:00:21.312000,0,0,21,1.080695
2024-02-01 00:00:21.312,1.08065,1.08073,2024-02-01,00:00:21.312000,0,0,21,1.0806900000000002
2024-02-01 00:00:21.421,1.08069,1.08073,2024-02-01,00:00:21.421000,0,0,21,1.0807099999999998
2024-02-01 00:00:21.421,1.08067,1.08075,2024-02-01,00:00:21.421000,0,0,21,1.08071
2024-02-01 00:00:21.452,1.08067,1.08076,2024-02-01,00:00:21.452000,0,0,21,1.080715
2024-02-01 00:00:21.530,1.08069,1.08073,2024-02-01,00:00:21.530000,0,0,21,1.0807099999999998
2024-02-01 00:00:21.530,1.08067,1.08076,2024-02-01,00:00:21.530000,0,0,21,1.080715
2024-02-01 00:00:21.640,1.08069,1.08073,2024-02-01,00:00:21.640000,0,0,21,1.0807099999999998
2024-02-01 00:00:21.890,1.08067,1.08076,2024-02-01,00:00:21.890000,0,0,21,1.080715
2024-02-01 00:00:22.077,1.08069,1.08073,2024-02-01,00:00:22.077000,0,0,22,1.0807099999999998
2024-02-01 00:00:22.077,1.08067,1.08076,2024-02-01,00:00:22.077000,0,0,22,1.080715
2024-02-01 00:00:22.187,1.08069,1.08073,2024-02-01,00:00:22.187000,0,0,22,1.0807099999999998
2024-02-01 00:00:22.218,1.08067,1.08077,2024-02-01,00:00:22.218000,0,0,22,1.08072
2024-02-01 00:00:22.249,1.08067,1.08076,2024-02-01,00:00:22.249000,0,0,22,1.080715
2024-02-01 00:00:22.296,1.08069,1.08073,2024-02-01,00:00:22.296000,0,0,22,1.0807099999999998
2024-02-01 00:00:22.437,1.08067,1.08076,2024-02-01,00:00:22.437000,0,0,22,1.080715
2024-02-01 00:00:22.483,1.08067,1.08077,2024-02-01,00:00:22.483000,0,0,22,1.08072
2024-02-01 00:00:22.515,1.08069,1.08073,2024-02-01,00:00:22.515000,0,0,22,1.0807099999999998
2024-02-01 00:00:22.687,1.08067,1.08076,2024-02-01,00:00:22.687000,0,0,22,1.080715
2024-02-01 00:00:22.687,1.0807,1.08073,2024-02-01,00:00:22.687000,0,0,22,1.080715
2024-02-01 00:00:22.702,1.08067,1.08076,2024-02-01,00:00:22.702000,0,0,22,1.080715
