,0
1970-01-01 00:12:18.981973641,-18.0
1970-01-01 00:12:19.657684926,-17.0
1970-01-01 00:12:21.065366248,-18.0
1970-01-01 00:12:24.292153188,-17.0
1970-01-01 00:12:24.760781862,-16.0
1970-01-01 00:12:26.426538203,-17.0
1970-01-01 00:12:37.034319615,-16.0
1970-01-01 00:12:37.291330520,-17.0
1970-01-01 00:12:38.157759083,-18.0
1970-01-01 00:12:39.040302911,-17.0
1970-01-01 00:12:39.713218261,-16.0
1970-01-01 00:12:40.081880449,-15.0
1970-01-01 00:12:45.983775047,-14.0
1970-01-01 00:12:48.637059355,-13.0
1970-01-01 00:12:51.718400281,-14.0
1970-01-01 00:12:52.098251234,-13.0
1970-01-01 00:12:53.505362036,-14.0
1970-01-01 00:12:53.706435034,-13.0
1970-01-01 00:12:55.996148613,-12.0
1970-01-01 00:12:56.813583710,-13.0
1970-01-01 00:13:01.763091944,-14.0
1970-01-01 00:13:05.991041149,-13.0
1970-01-01 00:13:13.033232863,-12.0
1970-01-01 00:13:14.926613812,-13.0
1970-01-01 00:13:15.917636340,-12.0
1970-01-01 00:13:16.829213018,-11.0
1970-01-01 00:13:18.258529422,-10.0
1970-01-01 00:13:31.427819382,-9.0
1970-01-01 00:13:31.696436963,-8.0
1970-01-01 00:13:34.516010612,-9.0
1970-01-01 00:13:35.662432477,-8.0
1970-01-01 00:13:38.082775807,-7.0
1970-01-01 00:13:39.954411522,-6.0
1970-01-01 00:13:42.255980261,-7.0
1970-01-01 00:13:45.115674205,-8.0
1970-01-01 00:13:51.151233068,-7.0
1970-01-01 00:13:51.369603691,-6.0
1970-01-01 00:13:52.037458787,-7.0
1970-01-01 00:13:52.657182694,-6.0
1970-01-01 00:13:52.938833295,-5.0
1970-01-01 00:13:55.272602656,-4.0
1970-01-01 00:13:57.668423624,-5.0
1970-01-01 00:14:00.039444843,-6.0
1970-01-01 00:14:02.804615895,-5.0
1970-01-01 00:14:04.859541760,-4.0
1970-01-01 00:14:05.229139474,-3.0
1970-01-01 00:14:05.542541927,-2.0
1970-01-01 00:14:05.804656434,-1.0
1970-01-01 00:14:07.318964019,-2.0
1970-01-01 00:14:14.023357181,-3.0
1970-01-01 00:14:16.975281272,-4.0
1970-01-01 00:14:18.148765228,-5.0
1970-01-01 00:14:19.620560597,-6.0
1970-01-01 00:14:26.667079838,-5.0
1970-01-01 00:14:33.592615957,-6.0
1970-01-01 00:14:37.916958484,-5.0
1970-01-01 00:14:39.660932902,-4.0
1970-01-01 00:14:48.095199068,-5.0
1970-01-01 00:14:48.201923089,-6.0
1970-01-01 00:14:51.063135019,-7.0
1970-01-01 00:14:51.885049059,-6.0
1970-01-01 00:14:52.766760390,-5.0
1970-01-01 00:14:54.215421896,-4.0
1970-01-01 00:15:01.455278427,-5.0
1970-01-01 00:15:01.502368182,-6.0
1970-01-01 00:15:02.616397762,-7.0
1970-01-01 00:15:05.324528997,-8.0
1970-01-01 00:15:09.162591733,-7.0
1970-01-01 00:15:13.769043146,-8.0
1970-01-01 00:15:15.344621628,-7.0
1970-01-01 00:15:15.423646665,-6.0
1970-01-01 00:15:24.623924985,-7.0
1970-01-01 00:15:27.019524991,-6.0
1970-01-01 00:15:27.326548187,-5.0
1970-01-01 00:15:27.499542383,-6.0
1970-01-01 00:15:31.043449683,-5.0
1970-01-01 00:15:31.056099203,-4.0
1970-01-01 00:15:31.361087815,-5.0
1970-01-01 00:15:32.940627627,-4.0
1970-01-01 00:15:46.193847805,-5.0
1970-01-01 00:15:50.844695314,-4.0
1970-01-01 00:15:59.198051169,-3.0
1970-01-01 00:16:01.637776944,-4.0
1970-01-01 00:16:02.914707353,-5.0
1970-01-01 00:16:03.271286662,-4.0
1970-01-01 00:16:03.623568057,-3.0
1970-01-01 00:16:04.434033294,-4.0
1970-01-01 00:16:05.979159322,-3.0
1970-01-01 00:16:10.151635342,-2.0
1970-01-01 00:16:10.834696684,-3.0
1970-01-01 00:16:11.167053032,-2.0
1970-01-01 00:16:12.641880007,-3.0
1970-01-01 00:16:18.970767216,-4.0
1970-01-01 00:16:20.088050134,-3.0
1970-01-01 00:16:20.203385205,-4.0
1970-01-01 00:16:21.505910653,-5.0
1970-01-01 00:16:21.580458301,-4.0
1970-01-01 00:16:22.938210157,-5.0
1970-01-01 00:16:24.925631540,-4.0
1970-01-01 00:16:30.256759360,-3.0
1970-01-01 00:16:33.349475309,-2.0
1970-01-01 00:16:35.395222921,-3.0
1970-01-01 00:16:35.493192381,-2.0
1970-01-01 00:16:38.988912062,-1.0
1970-01-01 00:16:43.600228161,-2.0
1970-01-01 00:16:47.867811232,-1.0
1970-01-01 00:16:48.374482800,-2.0
1970-01-01 00:16:48.409609652,-1.0
1970-01-01 00:16:53.360133632,-2.0
1970-01-01 00:16:53.395062260,-3.0
1970-01-01 00:16:54.878890166,-4.0
1970-01-01 00:16:55.942775644,-5.0
1970-01-01 00:16:56.467045629,-6.0
1970-01-01 00:16:56.738239341,-7.0
1970-01-01 00:16:58.316974526,-6.0
1970-01-01 00:16:59.506338293,-5.0
1970-01-01 00:17:00.248835439,-6.0
1970-01-01 00:17:02.403535418,-5.0
1970-01-01 00:17:03.452302239,-6.0
1970-01-01 00:17:07.186361044,-5.0
1970-01-01 00:17:08.186551495,-6.0
1970-01-01 00:17:09.093248629,-5.0
1970-01-01 00:17:09.259488932,-4.0
1970-01-01 00:17:11.111585233,-5.0
1970-01-01 00:17:11.695081463,-4.0
1970-01-01 00:17:11.720118320,-5.0
1970-01-01 00:17:15.947027996,-6.0
1970-01-01 00:17:17.095181003,-5.0
1970-01-01 00:17:17.852604219,-4.0
1970-01-01 00:17:20.303210426,-3.0
1970-01-01 00:17:20.965774723,-4.0
1970-01-01 00:17:22.121088056,-3.0
1970-01-01 00:17:22.329411542,-4.0
1970-01-01 00:17:23.130180889,-3.0
1970-01-01 00:17:23.605848682,-4.0
1970-01-01 00:17:24.681087586,-3.0
1970-01-01 00:17:25.071740417,-4.0
1970-01-01 00:17:25.495100412,-5.0
1970-01-01 00:17:26.623596429,-4.0
1970-01-01 00:17:27.345379009,-3.0
1970-01-01 00:17:30.068884989,-2.0
1970-01-01 00:17:31.990886297,-3.0
1970-01-01 00:17:34.649538691,-4.0
1970-01-01 00:17:39.007196305,-3.0
1970-01-01 00:17:39.788820776,-2.0
1970-01-01 00:17:41.733586759,-3.0
1970-01-01 00:17:46.264345758,-2.0
1970-01-01 00:17:47.667045300,-3.0
1970-01-01 00:17:47.860866591,-2.0
1970-01-01 00:17:50.274248396,-1.0
1970-01-01 00:17:50.707320173,0.0
1970-01-01 00:17:51.537751672,1.0
1970-01-01 00:18:00.509213803,2.0
1970-01-01 00:18:03.725181670,1.0
1970-01-01 00:18:05.619795978,0.0
1970-01-01 00:18:05.706347919,-1.0
1970-01-01 00:18:09.942329586,0.0
1970-01-01 00:18:11.833991683,-1.0
1970-01-01 00:18:11.958848950,-2.0
1970-01-01 00:18:16.046043504,-1.0
1970-01-01 00:18:19.097226095,0.0
1970-01-01 00:18:24.065022420,-1.0
1970-01-01 00:18:27.969038374,-2.0
1970-01-01 00:18:28.374857038,-1.0
1970-01-01 00:18:30.864543183,-2.0
1970-01-01 00:18:31.088215456,-3.0
1970-01-01 00:18:31.372404416,-2.0
1970-01-01 00:18:31.636290822,-1.0
1970-01-01 00:18:31.899741034,-2.0
1970-01-01 00:18:32.091669554,-1.0
1970-01-01 00:18:34.206870260,-2.0
1970-01-01 00:18:34.666194724,-3.0
1970-01-01 00:18:36.795122509,-2.0
1970-01-01 00:18:38.024871074,-3.0
1970-01-01 00:18:39.914562143,-2.0
1970-01-01 00:18:40.406927476,-1.0
1970-01-01 00:18:41.790526202,0.0
1970-01-01 00:18:43.552607690,1.0
1970-01-01 00:18:44.436856732,0.0
1970-01-01 00:18:48.001384557,1.0
1970-01-01 00:18:48.862095993,2.0
1970-01-01 00:19:02.149027928,1.0
1970-01-01 00:19:02.377110367,0.0
1970-01-01 00:19:04.592456231,1.0
1970-01-01 00:19:04.847072423,0.0
1970-01-01 00:19:06.549045977,1.0
1970-01-01 00:19:09.247013099,2.0
1970-01-01 00:19:16.932121752,3.0
1970-01-01 00:19:21.832001453,4.0
1970-01-01 00:19:21.903121216,5.0
1970-01-01 00:19:25.266191812,4.0
1970-01-01 00:19:27.553949075,3.0
1970-01-01 00:19:31.879321971,2.0
1970-01-01 00:19:32.835273111,1.0
1970-01-01 00:19:36.607508529,2.0
1970-01-01 00:19:38.120573172,3.0
1970-01-01 00:19:39.425121801,4.0
1970-01-01 00:19:42.319451105,5.0
1970-01-01 00:19:43.280307959,4.0
1970-01-01 00:19:45.743951168,5.0
1970-01-01 00:19:47.818375577,6.0
1970-01-01 00:19:48.021101898,7.0
1970-01-01 00:19:48.369554554,8.0
1970-01-01 00:19:49.484859906,9.0
1970-01-01 00:19:50.046219778,10.0
1970-01-01 00:19:51.300928291,9.0
1970-01-01 00:19:52.232374643,8.0
1970-01-01 00:19:52.679077825,7.0
1970-01-01 00:19:52.690815745,6.0
1970-01-01 00:19:53.483892979,5.0
1970-01-01 00:19:54.315075918,6.0
1970-01-01 00:20:00.424030059,7.0
1970-01-01 00:20:04.409966208,6.0
1970-01-01 00:20:06.800710196,5.0
1970-01-01 00:20:06.975021709,4.0
1970-01-01 00:20:11.444605188,5.0
1970-01-01 00:20:17.079148175,6.0
1970-01-01 00:20:19.042124311,5.0
1970-01-01 00:20:19.343954665,6.0
1970-01-01 00:20:21.462189478,5.0
1970-01-01 00:20:24.875619839,6.0
1970-01-01 00:20:26.201443466,7.0
1970-01-01 00:20:29.009677766,8.0
1970-01-01 00:20:30.473909629,7.0
1970-01-01 00:20:32.248238825,8.0
1970-01-01 00:20:32.373183698,7.0
1970-01-01 00:20:34.647507863,6.0
1970-01-01 00:20:35.871686944,5.0
1970-01-01 00:20:36.744362934,4.0
1970-01-01 00:20:37.378588381,3.0
1970-01-01 00:20:38.367098387,4.0
1970-01-01 00:20:40.773227152,5.0
1970-01-01 00:20:49.566832934,6.0
1970-01-01 00:20:54.049533565,5.0
1970-01-01 00:20:56.002887815,4.0
1970-01-01 00:20:56.559786592,5.0
1970-01-01 00:20:59.807422340,4.0
1970-01-01 00:21:01.293687007,3.0
1970-01-01 00:21:07.236168086,4.0
1970-01-01 00:21:10.110019111,3.0
1970-01-01 00:21:14.264226278,4.0
1970-01-01 00:21:15.273816765,5.0
1970-01-01 00:21:16.588922690,6.0
1970-01-01 00:21:21.298287867,7.0
1970-01-01 00:21:25.147529146,8.0
1970-01-01 00:21:25.393073123,9.0
1970-01-01 00:21:31.066237223,10.0
1970-01-01 00:21:32.798401284,9.0
1970-01-01 00:21:36.969136989,10.0
1970-01-01 00:21:37.303806554,11.0
1970-01-01 00:21:37.524884428,10.0
1970-01-01 00:21:37.826600597,11.0
1970-01-01 00:21:38.959269222,10.0
1970-01-01 00:21:42.680252234,9.0
1970-01-01 00:21:48.773936943,8.0
1970-01-01 00:21:49.578312584,7.0
1970-01-01 00:21:50.061815593,8.0
1970-01-01 00:21:50.727721802,7.0
1970-01-01 00:21:53.663550298,8.0
1970-01-01 00:21:54.627935367,7.0
1970-01-01 00:21:55.836400805,6.0
1970-01-01 00:21:59.371996396,7.0
1970-01-01 00:21:59.405641958,8.0
1970-01-01 00:21:59.742896549,9.0
1970-01-01 00:22:02.542216434,8.0
1970-01-01 00:22:03.445746329,7.0
1970-01-01 00:22:05.306032107,6.0
1970-01-01 00:22:06.115486826,7.0
1970-01-01 00:22:06.423032505,8.0
1970-01-01 00:22:08.002939123,7.0
1970-01-01 00:22:09.673771703,8.0
1970-01-01 00:22:15.838485543,7.0
1970-01-01 00:22:19.183426969,8.0
1970-01-01 00:22:20.040388884,9.0
1970-01-01 00:22:20.279967761,10.0
1970-01-01 00:22:21.937099739,11.0
1970-01-01 00:22:23.929290424,10.0
1970-01-01 00:22:37.667108133,9.0
1970-01-01 00:22:43.166839317,10.0
1970-01-01 00:22:44.353471277,9.0
1970-01-01 00:22:45.633923437,8.0
1970-01-01 00:22:47.690135443,9.0
1970-01-01 00:22:47.791947331,8.0
1970-01-01 00:22:47.929232910,9.0
1970-01-01 00:22:49.457924008,8.0
1970-01-01 00:22:53.018204927,9.0
1970-01-01 00:22:53.622161590,8.0
1970-01-01 00:22:55.226157361,7.0
1970-01-01 00:22:55.907984971,8.0
1970-01-01 00:22:55.988024032,9.0
1970-01-01 00:22:56.680825184,8.0
1970-01-01 00:23:01.511761093,9.0
1970-01-01 00:23:03.508760413,8.0
1970-01-01 00:23:05.102312194,7.0
1970-01-01 00:23:06.744854559,8.0
1970-01-01 00:23:09.462712479,9.0
1970-01-01 00:23:11.329280633,8.0
1970-01-01 00:23:13.559349517,9.0
1970-01-01 00:23:14.478689342,10.0
1970-01-01 00:23:17.930249009,11.0
1970-01-01 00:23:19.359899528,12.0
1970-01-01 00:23:23.544751780,11.0
1970-01-01 00:23:28.110794578,12.0
1970-01-01 00:23:29.149214543,13.0
1970-01-01 00:23:29.471031202,14.0
1970-01-01 00:23:33.748026415,15.0
1970-01-01 00:23:38.269402853,14.0
1970-01-01 00:23:45.180100778,13.0
1970-01-01 00:23:46.039627863,14.0
1970-01-01 00:23:47.942140059,13.0
1970-01-01 00:23:50.573397107,12.0
1970-01-01 00:23:51.723443412,11.0
1970-01-01 00:23:54.147985400,12.0
1970-01-01 00:23:54.310219651,11.0
1970-01-01 00:23:57.336020064,12.0
1970-01-01 00:23:58.057207103,11.0
1970-01-01 00:24:02.154521289,10.0
1970-01-01 00:24:02.604034630,9.0
1970-01-01 00:24:06.039694665,8.0
1970-01-01 00:24:07.171355634,9.0
1970-01-01 00:24:14.838909575,8.0
1970-01-01 00:24:16.376793130,9.0
1970-01-01 00:24:19.652686897,8.0
1970-01-01 00:24:22.673687591,9.0
1970-01-01 00:24:52.810876700,10.0
1970-01-01 00:24:53.181878970,11.0
1970-01-01 00:24:57.223302332,12.0
